constituency_id,state,demographic,result_2011,turnout_2011,margin_2011,swing_2011,result_2016,turnout_2016,margin_2016,swing_2016,result_2021,turnout_2021,margin_2021,swing_2021,turnout_change_16,turnout_change_21,margin_change_16,margin_change_21,seat_flip_16,seat_flip_21,retained_2021,demographic_encoded,state_encoded,result_2016_encoded
WE-AC0251,West Bengal,Urban,TMC,51.39,1.7193,-2.9627,CPIM,44.96,-9.8466,-16.0638,INC,48.08,-4.2361,7.7923,-6.43,3.1199999999999974,-11.565900000000001,5.6105,1,1,0,0,4,5
AS-AC0252,Assam,Semi-Urban,AGP,73.39,21.2884,7.9438,AGP,75.63,25.3143,5.5916,AGP,84.64,41.5351,22.5289,2.239999999999995,9.010000000000005,4.0259,16.2208,0,0,1,1,0,0
AS-AC0253,Assam,Rural,BJP,76.48,2.2364,0.3606,BJP,77.87,4.7386,3.4753,BJP,82.52,13.1159,11.6351,1.3900000000000006,4.6499999999999915,2.5021999999999998,8.3773,0,0,1,2,0,4
WE-AC0254,West Bengal,Rural,INC,94.02,24.912,26.8753,INC,86.78,11.8798,-18.1003,INC,84.02,6.9267,-6.8793,-7.239999999999995,-2.760000000000005,-13.0322,-4.953099999999999,0,0,1,2,4,7
WE-AC0255,West Bengal,Rural,INC,76.83,10.8831,-3.5508,INC,76.52,10.3249,-0.7753,INC,79.06,14.8936,6.3454,-0.3100000000000023,2.5400000000000063,-0.5582000000000011,4.5687,0,0,1,2,4,7
AS-AC0256,Assam,Rural,BJP,76.18,2.5042,-5.026,AGP,72.59,-3.947,-8.96,AIUDF,68.87,-10.6493,-9.3088,-3.5900000000000034,-3.719999999999999,-6.4512,-6.7023,1,1,0,2,0,0
WE-AC0257,West Bengal,Urban,TMC,60.65,2.6928,-4.6955,TMC,59.87,1.2867,-1.953,TMC,61.09,3.4803,3.0466,-0.7800000000000011,1.220000000000006,-1.4061000000000001,2.1936,0,0,0,0,4,9
KE-AC0258,Kerala,Urban,UDF,57.52,6.5166,7.6006,UDF,57.85,7.1102,0.8244,LDF,52.02,-3.3842,-14.5755,0.3299999999999983,-5.829999999999998,0.5935999999999995,-10.494399999999999,0,1,0,0,1,10
KE-AC0259,Kerala,Semi-Urban,UDF,63.27,-7.8746,-17.9426,LDF,57.47,-18.3197,-14.5071,LDF,56.2,-20.6003,-3.1675,-5.800000000000004,-1.269999999999996,-10.4451,-2.2805999999999997,1,0,0,1,1,8
PU-AC0260,Puducherry,Rural,BJP,85.98,10.8214,13.3062,BJP,86.76,12.2281,1.9538,BJP,90.73,19.3738,9.9246,0.7800000000000011,3.969999999999999,1.406699999999999,7.1457,0,0,1,2,2,4
KE-AC0261,Kerala,Urban,INC,65.44,10.8426,-0.8722,INC,63.96,8.1817,-3.6957,INC,59.47,0.0924,-11.2352,-1.4799999999999969,-4.490000000000002,-2.6609,-8.0893,0,0,0,0,1,7
PU-AC0262,Puducherry,Rural,DMK,75.67,9.8273,8.9504,DMK,73.74,6.3493,-4.8306,DMK,74.33,7.4062,1.4679,-1.9300000000000068,0.5900000000000034,-3.477999999999999,1.0568999999999997,0,0,1,2,2,6
WE-AC0263,West Bengal,Rural,INC,77.83,7.1525,3.4282,INC,74.5,1.16,-8.3229,CPIM,65.66,-14.7459,-22.0915,-3.3299999999999983,-8.840000000000003,-5.9925,-15.9059,0,1,0,2,4,7
AS-AC0264,Assam,Semi-Urban,INC,60.04,2.8573,-8.9619,AIUDF,57.94,-0.932,-5.2629,AIUDF,63.96,9.9099,15.0582,-2.1000000000000014,6.020000000000003,-3.7893,10.8419,1,0,1,1,0,3
KE-AC0265,Kerala,Rural,LDF,74.32,11.8558,0.068,LDF,76.13,15.1076,4.5163,LDF,71.83,7.3683,-10.749,1.8100000000000023,-4.299999999999997,3.2517999999999994,-7.7393,0,0,1,2,1,8
KE-AC0266,Kerala,Rural,UDF,68.93,-3.2903,-6.4557,UDF,79.64,15.9921,26.7811,UDF,77.7,12.4954,-4.8565,10.709999999999994,-1.9399999999999977,19.2824,-3.4967000000000006,0,0,1,2,1,10
WE-AC0267,West Bengal,Urban,CPIM,68.12,15.2618,-1.4083,CPIM,67.44,14.048,-1.6859,CPIM,64.85,9.3846,-6.4769,-0.6800000000000068,-2.5900000000000034,-1.213799999999999,-4.663399999999999,0,0,1,0,4,5
KE-AC0268,Kerala,Urban,BJP,68.12,5.8257,1.3146,INC,62.48,-4.3241,-14.0969,INC,64.34,-0.9762,4.6498,-5.640000000000008,1.8600000000000065,-10.149799999999999,3.3478999999999997,1,0,0,0,1,7
WE-AC0269,West Bengal,Rural,CPIM,76.97,-1.8073,-17.4853,CPIM,82.19,7.5839,13.0434,INC,75.54,-4.386,-16.6249,5.219999999999999,-6.6499999999999915,9.3912,-11.969899999999999,0,1,0,2,4,5
TA-AC0270,Tamil Nadu,Urban,AIADMK,55.61,0.7948,-2.1492,INC,54.38,-1.423,-3.0803,AIADMK,57.5,4.1906,7.7966,-1.2299999999999969,3.1199999999999974,-2.2178,5.6136,1,1,0,0,3,7
AS-AC0271,Assam,Urban,AGP,66.38,12.4383,-4.9827,AGP,62.91,6.2066,-8.6551,AGP,63.75,7.7068,2.0836,-3.469999999999999,0.8400000000000034,-6.2317,1.5002000000000004,0,0,1,0,0,0
TA-AC0272,Tamil Nadu,Semi-Urban,AIADMK,87.72,16.8244,20.3568,AIADMK,87.83,17.0257,0.2795,AIADMK,89.5,20.0366,4.1819,0.10999999999999943,1.6700000000000017,0.2012999999999998,3.0108999999999995,0,0,1,1,3,1
KE-AC0273,Kerala,Urban,LDF,64.2,7.5746,7.3639,UDF,57.77,-3.9984,-16.0736,UDF,54.17,-10.4769,-8.9979,-6.43,-3.6000000000000014,-11.573,-6.4785,1,0,0,0,1,10
PU-AC0274,Puducherry,Semi-Urban,INC,59.17,32.6997,-14.5317,INC,48.67,13.8084,-26.2379,INC,43.79,5.0196,-12.2067,-10.5,-4.880000000000003,-18.8913,-8.788800000000002,0,0,1,1,2,7
WE-AC0275,West Bengal,Urban,INC,57.94,4.8495,3.2984,INC,68.47,23.8066,26.3292,INC,61.25,10.8062,-18.0561,10.530000000000001,-7.219999999999999,18.9571,-13.000399999999999,0,0,1,0,4,7
KE-AC0276,Kerala,Rural,LDF,86.11,16.1615,8.4877,LDF,86.23,16.3811,0.305,LDF,80.94,6.862,-13.221,0.12000000000000455,-5.290000000000006,0.2195999999999998,-9.5191,0,0,1,2,1,8
AS-AC0277,Assam,Semi-Urban,BJP,66.46,4.0557,1.6627,BJP,67.75,6.3914,3.244,AIUDF,66.32,3.8144,-3.5791,1.2900000000000063,-1.4300000000000068,2.3357,-2.577,0,1,0,1,0,4
AS-AC0278,Assam,Rural,BJP,82.79,-2.2861,-6.3434,BJP,89.66,10.0896,17.1885,BJP,88.52,8.0224,-2.8711,6.86999999999999,-1.1400000000000006,12.3757,-2.0672000000000015,0,0,1,2,0,4
PU-AC0279,Puducherry,Rural,DMK,83.14,5.4875,4.6769,DMK,87.48,13.3052,10.8579,DMK,87.87,14.0107,0.9798,4.340000000000003,0.39000000000000057,7.817699999999999,0.7055000000000007,0,0,1,2,2,6
AS-AC0280,Assam,Urban,AGP,68.06,15.9557,19.679,AGP,68.14,16.0909,0.1878,AGP,70.75,20.7976,6.5371,0.0799999999999983,2.6099999999999994,0.1352000000000011,4.706699999999998,0,0,1,0,0,0
TA-AC0281,Tamil Nadu,Rural,BJP,95.0,24.0187,4.0811,BJP,95.0,24.0187,0.0,BJP,90.37,15.686,-11.5732,0.0,-4.6299999999999955,0.0,-8.332699999999999,0,0,1,2,3,4
TA-AC0282,Tamil Nadu,Rural,BJP,83.29,15.0374,9.5515,BJP,91.73,30.232,21.1035,BJP,87.05,21.8185,-11.6854,8.439999999999998,-4.680000000000007,15.1946,-8.413499999999999,0,0,1,2,3,4
PU-AC0283,Puducherry,Rural,AINRC,71.71,-4.4697,-7.9443,INC,67.3,-12.4061,-11.0228,DMK,63.9,-18.5255,-8.4992,-4.409999999999997,-3.3999999999999986,-7.936400000000001,-6.119400000000001,1,1,0,2,2,7
TA-AC0284,Tamil Nadu,Rural,INC,89.41,10.6687,9.4753,INC,86.32,5.104,-7.7288,INC,87.95,8.0348,4.0705,-3.0900000000000034,1.6300000000000097,-5.564699999999999,2.9308000000000005,0,0,1,2,3,7
AS-AC0285,Assam,Semi-Urban,AGP,64.79,-3.8092,-6.8396,BJP,62.65,-7.6656,-5.3561,BJP,66.08,-1.498,8.5662,-2.1400000000000077,3.4299999999999997,-3.8564000000000003,6.1676,1,0,0,1,0,4
WE-AC0286,West Bengal,Urban,INC,66.28,5.3811,4.8596,INC,67.67,7.8951,3.4917,INC,70.36,12.7266,6.7104,1.3900000000000006,2.6899999999999977,2.5140000000000002,4.831499999999999,0,0,1,0,4,7
WE-AC0287,West Bengal,Rural,BJP,80.3,-0.2336,-11.2742,BJP,88.74,14.9544,21.0944,BJP,91.88,20.6035,7.846,8.439999999999998,3.1400000000000006,15.187999999999999,5.649100000000001,0,0,1,2,4,4
PU-AC0288,Puducherry,Semi-Urban,BJP,63.39,15.1948,2.1329,BJP,63.39,15.2035,0.0121,BJP,60.12,9.3205,-8.1709,0.0,-3.270000000000003,0.008699999999999264,-5.883000000000001,0,0,1,1,2,4
AS-AC0289,Assam,Urban,AIUDF,71.85,14.0012,12.3571,AIUDF,73.56,17.072,4.265,AIUDF,72.2,14.6309,-3.3905,1.710000000000008,-1.3599999999999994,3.0707999999999984,-2.4410999999999987,0,0,1,0,0,3
KE-AC0290,Kerala,Urban,LDF,68.87,3.2889,2.7984,BJP,62.96,-7.3479,-14.7733,LDF,63.99,-5.492,2.5776,-5.910000000000004,1.0300000000000011,-10.636800000000001,1.8559,1,1,0,0,1,4
WE-AC0291,West Bengal,Urban,CPIM,66.05,16.0687,10.0371,CPIM,74.8,31.8186,21.8749,CPIM,69.64,22.528,-12.9036,8.75,-5.159999999999997,15.7499,-9.290600000000001,0,0,1,0,4,5
AS-AC0292,Assam,Rural,AGP,80.14,0.4231,-9.7355,BJP,82.05,3.8529,4.7636,BJP,84.07,7.4923,5.0547,1.9099999999999966,2.019999999999996,3.4298,3.6394,1,0,1,2,0,4
KE-AC0293,Kerala,Rural,LDF,72.8,-3.7929,-17.6908,INC,70.02,-8.7948,-6.9471,LDF,68.38,-11.7416,-4.0928,-2.780000000000001,-1.6400000000000006,-5.001900000000001,-2.9467999999999996,1,1,0,2,1,7
WE-AC0294,West Bengal,Urban,CPIM,58.93,1.6287,0.1538,CPIM,62.75,8.5054,9.551,TMC,58.62,1.0687,-10.3287,3.8200000000000003,-4.130000000000003,6.8767,-7.4367,0,1,0,0,4,5
PU-AC0295,Puducherry,Semi-Urban,AINRC,71.75,8.8626,1.496,AINRC,76.03,16.5638,10.6961,AINRC,76.79,17.9291,1.8963,4.280000000000001,0.7600000000000051,7.7012,1.3652999999999977,0,0,1,1,2,2
KE-AC0296,Kerala,Rural,BJP,81.89,10.3672,7.5605,BJP,81.63,9.8953,-0.6555,BJP,89.56,24.1635,19.8169,-0.2600000000000051,7.930000000000007,-0.47189999999999976,14.268199999999998,0,0,1,2,1,4
WE-AC0297,West Bengal,Rural,TMC,89.77,12.7313,12.3613,TMC,90.13,13.3696,0.8866,TMC,90.92,14.7903,1.9732,0.35999999999999943,0.7900000000000063,0.638300000000001,1.4207,0,0,1,2,4,9
AS-AC0298,Assam,Rural,BJP,78.37,7.558,1.3978,BJP,80.0,10.4951,4.0793,BJP,79.5,9.5953,-1.2498,1.6299999999999955,-0.5,2.937100000000001,-0.8998000000000008,0,0,1,2,0,4
KE-AC0299,Kerala,Rural,LDF,72.36,3.8841,-12.2071,LDF,70.33,0.2255,-5.0814,INC,69.74,-0.8385,-1.4778,-2.030000000000001,-0.5900000000000034,-3.6586000000000003,-1.064,0,1,0,2,1,8
TA-AC0300,Tamil Nadu,Urban,DMK,68.56,25.2084,21.0381,DMK,67.47,23.2427,-2.7302,DMK,68.93,25.8716,3.6513,-1.0900000000000034,1.460000000000008,-1.9657000000000018,2.6289000000000016,0,0,1,0,3,6
PU-AC0301,Puducherry,Rural,BJP,78.27,2.7866,-9.0205,BJP,74.8,-3.475,-8.6966,AINRC,79.3,4.6281,11.2543,-3.469999999999999,4.5,-6.2616,8.1031,0,1,0,2,2,4
WE-AC0302,West Bengal,Semi-Urban,BJP,61.96,5.2675,-14.1254,TMC,54.98,-7.2882,-17.4385,TMC,55.46,-6.4313,1.1902,-6.980000000000004,0.480000000000004,-12.5557,0.8568999999999996,1,0,0,1,4,9
TA-AC0303,Tamil Nadu,Urban,INC,56.88,-0.1032,-9.9435,INC,46.63,-18.552,-25.6233,DMK,45.87,-19.9274,-1.9103,-10.25,-0.7600000000000051,-18.4488,-1.375399999999999,0,1,0,0,3,7
KE-AC0304,Kerala,Semi-Urban,INC,69.5,-0.0303,-4.886,INC,68.42,-1.9671,-2.6899,INC,74.68,9.3021,15.6517,-1.0799999999999983,6.260000000000005,-1.9368,11.2692,0,0,1,1,1,7
TA-AC0305,Tamil Nadu,Semi-Urban,INC,68.73,3.582,1.3575,INC,62.63,-7.3959,-15.2471,DMK,57.21,-17.1415,-13.5356,-6.100000000000001,-5.420000000000002,-10.9779,-9.7456,0,1,0,1,3,7
WE-AC0306,West Bengal,Rural,INC,70.21,32.0975,2.5557,INC,74.17,39.2159,9.8867,INC,68.76,29.4855,-13.5145,3.960000000000008,-5.409999999999997,7.118400000000001,-9.7304,0,0,1,2,4,7
KE-AC0307,Kerala,Urban,INC,63.84,6.8165,2.4395,INC,62.95,5.2094,-2.232,INC,68.91,15.9364,14.8986,-0.8900000000000006,5.959999999999994,-1.6071,10.727,0,0,1,0,1,7
KE-AC0308,Kerala,Rural,INC,83.29,14.4865,6.3573,INC,80.47,9.3971,-7.0686,INC,80.3,9.0896,-0.427,-2.8200000000000074,-0.1700000000000017,-5.0893999999999995,-0.3074999999999992,0,0,1,2,1,7
TA-AC0309,Tamil Nadu,Semi-Urban,DMK,66.56,-3.8834,-15.9372,DMK,71.73,5.4186,12.9195,DMK,77.13,15.1302,13.4883,5.170000000000002,5.3999999999999915,9.302,9.7116,0,0,1,1,3,6
WE-AC0310,West Bengal,Urban,INC,58.85,5.6201,-3.1772,INC,63.98,14.8479,12.8164,INC,66.21,18.8633,5.5769,5.1299999999999955,2.229999999999997,9.227799999999998,4.0154,0,0,1,0,4,7
PU-AC0311,Puducherry,Semi-Urban,BJP,71.82,15.7497,15.7811,BJP,67.14,7.3256,-11.7002,BJP,70.54,13.4352,8.4856,-4.679999999999993,3.4000000000000057,-8.424100000000001,6.1096,0,0,1,1,2,4
AS-AC0312,Assam,Rural,AIUDF,79.3,3.7441,-3.8308,AIUDF,81.09,6.9813,4.4961,AIUDF,81.89,8.4104,1.9849,1.7900000000000063,0.7999999999999972,3.2372,1.4290999999999991,0,0,1,2,0,3
WE-AC0313,West Bengal,Semi-Urban,BJP,64.7,2.9645,1.8474,BJP,72.8,17.5345,20.2361,BJP,72.82,17.5835,0.068,8.099999999999994,0.01999999999999602,14.57,0.04899999999999949,0,0,1,1,4,4
TA-AC0314,Tamil Nadu,Rural,BJP,73.89,-3.2093,-13.1407,INC,78.24,4.6185,10.872,INC,78.97,5.9277,1.8184,4.349999999999994,0.730000000000004,7.8278,1.3091999999999997,1,0,1,2,3,7
WE-AC0315,West Bengal,Urban,INC,62.79,3.2539,1.8494,INC,69.26,14.8932,16.1657,INC,64.86,6.9825,-10.987,6.470000000000006,-4.400000000000006,11.6393,-7.9107,0,0,1,0,4,7
AS-AC0316,Assam,Semi-Urban,INC,65.86,4.9348,4.6217,INC,73.96,19.5098,20.2431,INC,68.5,9.6949,-13.6317,8.099999999999994,-5.459999999999994,14.575,-9.814899999999998,0,0,1,1,0,7
TA-AC0317,Tamil Nadu,Urban,INC,67.71,10.4905,7.5939,INC,73.16,20.2912,13.6121,INC,69.18,13.1272,-9.95,5.450000000000003,-3.9799999999999898,9.800699999999999,-7.164,0,0,1,0,3,7
TA-AC0318,Tamil Nadu,Semi-Urban,BJP,75.98,0.8241,-3.1778,DMK,73.06,-4.4253,-7.2908,BJP,77.25,3.1197,10.4791,-2.9200000000000017,4.189999999999998,-5.2494,7.545,1,1,0,1,3,6
AS-AC0319,Assam,Rural,AIUDF,86.22,14.3254,15.6226,AIUDF,88.69,18.7785,6.1849,AIUDF,87.86,17.2847,-2.0748,2.469999999999999,-0.8299999999999983,4.453100000000001,-1.4938000000000002,0,0,1,2,0,3
PU-AC0320,Puducherry,Urban,INC,64.6,2.2237,-4.5209,DMK,62.72,-1.1606,-4.7004,BJP,63.79,0.7537,2.6588,-1.8799999999999955,1.0700000000000003,-3.3843,1.9143000000000001,1,1,0,0,2,6
PU-AC0321,Puducherry,Urban,DMK,73.63,-8.7757,-14.6341,DMK,82.65,7.4729,22.5675,DMK,81.42,5.2595,-3.0742,9.02000000000001,-1.230000000000004,16.2486,-2.2134,0,0,1,0,2,6
KE-AC0322,Kerala,Semi-Urban,BJP,66.7,14.8964,10.0751,BJP,63.96,9.9671,-6.8463,BJP,67.12,15.6596,7.9063,-2.740000000000002,3.1600000000000037,-4.9293,5.692499999999999,0,0,1,1,1,4
TA-AC0323,Tamil Nadu,Rural,DMK,74.06,-2.9858,-5.9771,DMK,67.95,-13.975,-15.2627,AIADMK,68.08,-13.7405,0.3258,-6.109999999999999,0.12999999999999545,-10.9892,0.23449999999999882,0,1,0,2,3,6
TA-AC0324,Tamil Nadu,Rural,AIADMK,72.33,-5.0612,-14.6156,BJP,74.3,-1.5203,4.918,BJP,81.11,10.7345,17.0206,1.9699999999999989,6.810000000000002,3.5409000000000006,12.254800000000001,1,0,1,2,3,4
KE-AC0325,Kerala,Urban,BJP,65.79,11.4254,-1.522,BJP,64.52,9.1505,-3.1596,BJP,68.94,17.093,11.0313,-1.2700000000000102,4.420000000000002,-2.2749000000000006,7.942500000000001,0,0,1,0,1,4
TA-AC0326,Tamil Nadu,Semi-Urban,AIADMK,65.76,9.7456,2.1365,INC,62.32,3.5535,-8.6001,AIADMK,58.2,-3.8626,-10.3001,-3.440000000000005,-4.119999999999997,-6.1921,-7.4161,1,1,0,1,3,7
WE-AC0327,West Bengal,Rural,INC,81.92,12.3934,-3.6536,INC,78.31,5.8893,-9.0334,INC,77.95,5.2469,-0.8923,-3.6099999999999994,-0.35999999999999943,-6.504099999999999,-0.6424000000000003,0,0,1,2,4,7
PU-AC0328,Puducherry,Rural,INC,81.59,14.7148,12.1338,INC,81.84,15.1697,0.6318,INC,87.08,24.6045,13.1038,0.25,5.239999999999995,0.4549000000000003,9.434800000000001,0,0,1,2,2,7
AS-AC0329,Assam,Rural,AGP,73.22,-14.5217,-25.5837,AIUDF,70.29,-19.7886,-7.3151,INC,66.2,-27.1556,-10.232,-2.9299999999999926,-4.090000000000003,-5.2669,-7.367000000000001,1,1,0,2,0,3
AS-AC0330,Assam,Semi-Urban,INC,70.8,-2.8772,-11.4879,INC,73.47,1.9203,6.6631,INC,75.32,5.251,4.6259,2.6700000000000017,1.8499999999999943,4.7975,3.3307,0,0,1,1,0,7
PU-AC0331,Puducherry,Rural,DMK,79.53,17.4747,4.6206,DMK,82.66,23.1151,7.8339,DMK,81.65,21.304,-2.5154,3.1299999999999955,-1.009999999999991,5.640400000000003,-1.8111000000000033,0,0,1,2,2,6
PU-AC0332,Puducherry,Rural,DMK,74.08,-6.3077,-10.3817,AINRC,80.07,4.4734,14.9737,INC,78.05,0.8406,-5.0455,5.989999999999995,-2.019999999999996,10.781099999999999,-3.6327999999999996,1,1,0,2,2,2
WE-AC0333,West Bengal,Semi-Urban,TMC,67.23,7.5744,7.9293,TMC,71.11,14.5612,9.7039,TMC,74.32,20.3454,8.0337,3.8799999999999955,3.2099999999999937,6.9868,5.784200000000002,0,0,1,1,4,9
WE-AC0334,West Bengal,Urban,BJP,63.55,5.0572,4.4861,TMC,62.13,2.5026,-3.5481,INC,60.62,-0.2211,-3.783,-1.4199999999999946,-1.5100000000000051,-2.5545999999999998,-2.7237,1,1,0,0,4,9
TA-AC0335,Tamil Nadu,Rural,AIADMK,80.59,9.2606,6.766,AIADMK,78.45,5.4017,-5.3596,AIADMK,80.61,9.2899,5.4002,-2.1400000000000006,2.1599999999999966,-3.8589,3.8881999999999994,0,0,1,2,3,1
AS-AC0336,Assam,Semi-Urban,BJP,77.31,30.1217,7.7894,BJP,79.14,33.4177,4.5777,BJP,85.84,45.474,16.7449,1.8299999999999983,6.700000000000003,3.296000000000003,12.056299999999993,0,0,1,1,0,4
WE-AC0337,West Bengal,Rural,INC,80.13,-2.6459,-5.3473,CPIM,77.28,-7.7759,-7.1249,BJP,83.06,2.6239,14.4442,-2.8499999999999943,5.780000000000001,-5.13,10.399799999999999,1,1,0,2,4,5
TA-AC0338,Tamil Nadu,Rural,DMK,91.96,28.2732,29.2336,DMK,93.19,30.4794,3.0641,DMK,95.0,33.7398,4.5283,1.230000000000004,1.8100000000000023,2.206199999999999,3.260400000000004,0,0,1,2,3,6
WE-AC0339,West Bengal,Rural,CPIM,74.62,9.6975,-0.4821,CPIM,75.37,11.0451,1.8716,CPIM,76.29,12.7006,2.2993,0.75,0.9200000000000017,1.3476,1.6555,0,0,1,2,4,5
TA-AC0340,Tamil Nadu,Semi-Urban,INC,79.77,12.2268,6.1701,INC,82.5,17.1485,6.8357,INC,77.04,7.3136,-13.6596,2.730000000000004,-5.459999999999994,4.921699999999998,-9.834899999999998,0,0,1,1,3,7
KE-AC0341,Kerala,Rural,LDF,74.7,1.6701,-4.963,LDF,69.79,-7.1634,-12.2688,LDF,68.05,-10.2928,-4.3465,-4.909999999999997,-1.740000000000009,-8.8335,-3.1293999999999995,0,0,0,2,1,8
AS-AC0342,Assam,Rural,AIUDF,70.49,-10.827,-17.0736,AGP,66.03,-18.866,-11.1652,BJP,70.97,-9.9682,12.3581,-4.459999999999994,4.939999999999998,-8.039,8.8978,1,1,0,2,0,0
PU-AC0343,Puducherry,Rural,BJP,78.57,10.8008,3.4006,BJP,81.25,15.6355,6.7148,BJP,83.9,20.3977,6.6142,2.680000000000007,2.6500000000000057,4.8347,4.7622,0,0,1,2,2,4
PU-AC0344,Puducherry,Rural,AINRC,78.79,5.5621,-2.6726,AINRC,80.35,8.3569,3.8817,AINRC,80.5,8.6357,0.3873,1.559999999999988,0.15000000000000568,2.7947999999999995,0.2788000000000004,0,0,1,2,2,2
TA-AC0345,Tamil Nadu,Rural,INC,74.71,-3.5776,-14.4389,AIADMK,75.4,-2.3271,1.7368,INC,72.6,-7.3767,-7.0134,0.6900000000000119,-2.8000000000000114,1.2504999999999997,-5.0496,1,1,0,2,3,1
TA-AC0346,Tamil Nadu,Rural,INC,77.16,2.8401,-10.6672,BJP,76.7,2.0004,-1.1663,BJP,73.8,-3.2058,-7.2309,-0.45999999999999375,-2.9000000000000057,-0.8397000000000001,-5.2062,1,0,0,2,3,4
TA-AC0347,Tamil Nadu,Urban,BJP,61.46,-4.2652,-11.4826,INC,64.74,1.63,8.1878,INC,70.89,12.7031,15.3793,3.279999999999994,6.150000000000006,5.8952,11.0731,1,0,1,0,3,7
TA-AC0348,Tamil Nadu,Semi-Urban,DMK,76.12,13.1145,3.4059,DMK,77.68,15.9275,3.907,DMK,72.38,6.3769,-13.2647,1.5600000000000023,-5.300000000000011,2.8130000000000006,-9.5506,0,0,1,1,3,6
PU-AC0349,Puducherry,Rural,BJP,79.2,24.4392,-2.5584,BJP,77.89,22.0839,-3.2712,BJP,71.39,10.3943,-16.2356,-1.3100000000000023,-6.5,-2.3552999999999997,-11.6896,0,0,1,2,2,4
WE-AC0350,West Bengal,Semi-Urban,TMC,70.74,-5.564,-10.1966,INC,70.65,-5.7336,-0.2355,TMC,69.95,-6.989,-1.7435,-0.0899999999999892,-0.7000000000000028,-0.16959999999999997,-1.2553999999999998,1,1,0,1,4,7
AS-AC0351,Assam,Semi-Urban,INC,77.66,19.5817,13.4667,INC,78.71,21.4814,2.6385,INC,72.61,10.5056,-15.2442,1.0499999999999972,-6.099999999999994,1.8996999999999993,-10.975800000000001,0,0,1,1,0,7
AS-AC0352,Assam,Urban,AGP,69.35,4.8173,5.1247,INC,69.05,4.2836,-0.7413,AGP,68.08,2.5401,-2.4215,-0.29999999999999716,-0.9699999999999989,-0.5337000000000005,-1.7435,1,1,0,0,0,7
KE-AC0353,Kerala,Rural,UDF,89.36,35.9162,14.8725,UDF,87.04,31.7398,-5.8005,UDF,88.0,33.4635,2.394,-2.319999999999993,0.9599999999999937,-4.1764000000000046,1.7237000000000045,0,0,1,2,1,10
TA-AC0354,Tamil Nadu,Semi-Urban,AIADMK,65.83,13.2015,2.0677,AIADMK,71.49,23.404,14.1702,AIADMK,74.22,28.3096,6.8134,5.659999999999997,2.730000000000004,10.2025,4.9056,0,0,1,1,3,1
KE-AC0355,Kerala,Rural,LDF,71.76,14.5862,-3.396,LDF,69.38,10.2922,-5.964,LDF,73.67,18.0269,10.7427,-2.3800000000000097,4.290000000000006,-4.2940000000000005,7.734700000000002,0,0,1,2,1,8
PU-AC0356,Puducherry,Rural,AINRC,84.66,21.2422,14.5326,AINRC,79.3,11.6042,-13.3861,AINRC,82.08,16.5932,6.9292,-5.359999999999999,2.780000000000001,-9.638,4.988999999999999,0,0,1,2,2,2
AS-AC0357,Assam,Rural,INC,80.0,9.8487,-4.7942,INC,80.01,9.868,0.0269,BJP,69.2,-9.5852,-27.0184,0.010000000000005116,-10.810000000000002,0.019300000000001205,-19.453200000000002,0,1,0,2,0,7
PU-AC0358,Puducherry,Rural,DMK,76.56,1.9204,0.0409,DMK,79.74,7.6312,7.9317,DMK,79.67,7.5121,-0.1654,3.1799999999999926,-0.06999999999999318,5.7108,-0.11909999999999954,0,0,1,2,2,6
TA-AC0359,Tamil Nadu,Rural,INC,87.78,6.3417,0.8528,INC,91.02,12.1657,8.0889,INC,93.2,16.1002,5.4646,3.239999999999995,2.180000000000007,5.823999999999999,3.9345000000000017,0,0,1,2,3,7
PU-AC0360,Puducherry,Urban,AINRC,64.6,17.4691,7.7976,AINRC,58.11,5.784,-16.2293,AINRC,59.52,8.3287,3.5343,-6.489999999999995,1.4100000000000037,-11.685100000000002,2.5446999999999997,0,0,1,0,2,2
AS-AC0361,Assam,Semi-Urban,BJP,71.81,13.1019,5.6941,BJP,74.06,17.144,5.614,BJP,76.49,21.5103,6.0643,2.25,2.4299999999999926,4.042099999999998,4.3663000000000025,0,0,1,1,0,4
TA-AC0362,Tamil Nadu,Urban,AIADMK,53.94,-0.9643,-10.9205,BJP,52.04,-4.3821,-4.747,DMK,56.17,3.0564,10.3312,-1.8999999999999986,4.130000000000003,-3.4178,7.4385,1,1,0,0,3,4
AS-AC0363,Assam,Semi-Urban,BJP,76.42,21.4127,15.909,BJP,72.0,13.4709,-11.0302,BJP,73.44,16.0558,3.5902,-4.420000000000002,1.4399999999999977,-7.941800000000001,2.584900000000001,0,0,1,1,0,4
AS-AC0364,Assam,Urban,AGP,69.54,17.0604,17.4464,AGP,68.42,15.0371,-2.8102,AGP,70.11,18.0969,4.2497,-1.1200000000000045,1.6899999999999977,-2.0233000000000008,3.059800000000001,0,0,1,0,0,0
KE-AC0365,Kerala,Urban,INC,75.87,6.1004,4.3296,INC,70.35,-3.8184,-13.7762,INC,68.1,-7.8848,-5.6477,-5.52000000000001,-2.25,-9.9188,-4.0664,0,0,0,0,1,7
KE-AC0366,Kerala,Rural,LDF,64.55,-2.8462,-18.7992,LDF,72.03,10.6247,18.7097,LDF,73.59,13.4299,3.8961,7.480000000000004,1.5600000000000023,13.4709,2.8051999999999992,0,0,1,2,1,8
