constituency_id,state,demographic,result,voter_turnout_pct,margin_of_victory_pct,swing_factor_pct,election_year
TA-AC0346,Tamil Nadu,Rural,INC,77.16,2.8401,-10.6672,2011
TA-AC0347,Tamil Nadu,Urban,BJP,61.46,-4.2652,-11.4826,2011
TA-AC0348,Tamil Nadu,Semi-Urban,DMK,76.12,13.1145,3.4059,2011
PU-AC0349,Puducherry,Rural,BJP,79.2,24.4392,-2.5584,2011
WE-AC0350,West Bengal,Semi-Urban,TMC,70.74,-5.564,-10.1966,2011
AS-AC0351,Assam,Semi-Urban,INC,77.66,19.5817,13.4667,2011
AS-AC0352,Assam,Urban,AGP,69.35,4.8173,5.1247,2011
KE-AC0353,Kerala,Rural,UDF,89.36,35.9162,14.8725,2011
TA-AC0354,Tamil Nadu,Semi-Urban,AIADMK,65.83,13.2015,2.0677,2011
KE-AC0355,Kerala,Rural,LDF,71.76,14.5862,-3.396,2011
PU-AC0356,Puducherry,Rural,AINRC,84.66,21.2422,14.5326,2011
AS-AC0357,Assam,Rural,INC,80.0,9.8487,-4.7942,2011
PU-AC0358,Puducherry,Rural,DMK,76.56,1.9204,0.0409,2011
TA-AC0359,Tamil Nadu,Rural,INC,87.78,6.3417,0.8528,2011
PU-AC0360,Puducherry,Urban,AINRC,64.6,17.4691,7.7976,2011
AS-AC0361,Assam,Semi-Urban,BJP,71.81,13.1019,5.6941,2011
TA-AC0362,Tamil Nadu,Urban,AIADMK,53.94,-0.9643,-10.9205,2011
AS-AC0363,Assam,Semi-Urban,BJP,76.42,21.4127,15.909,2011
AS-AC0364,Assam,Urban,AGP,69.54,17.0604,17.4464,2011
KE-AC0365,Kerala,Urban,INC,75.87,6.1004,4.3296,2011
KE-AC0366,Kerala,Rural,LDF,64.55,-2.8462,-18.7992,2011
TA-AC0367,Tamil Nadu,Rural,BJP,95.0,29.513,9.5463,2011
TA-AC0368,Tamil Nadu,Rural,DMK,79.76,22.1401,-4.2499,2011
WE-AC0369,West Bengal,Rural,BJP,85.55,9.2271,8.6388,2011
AS-AC0370,Assam,Semi-Urban,BJP,80.87,25.311,10.7338,2011
KE-AC0371,Kerala,Urban,BJP,56.1,-7.8752,-18.0875,2011
WE-AC0372,West Bengal,Semi-Urban,CPIM,72.02,28.9704,0.5802,2011
AS-AC0373,Assam,Rural,AIUDF,76.38,40.2242,-6.633,2011
TA-AC0374,Tamil Nadu,Rural,INC,72.06,-3.8747,-11.8967,2011
TA-AC0375,Tamil Nadu,Rural,BJP,81.69,9.4259,6.5116,2011
AS-AC0376,Assam,Urban,AGP,60.98,17.5502,18.1964,2011
TA-AC0377,Tamil Nadu,Rural,AIADMK,82.02,15.8105,15.0642,2011
WE-AC0378,West Bengal,Urban,BJP,63.65,21.5675,19.8981,2011
TA-AC0379,Tamil Nadu,Rural,BJP,85.58,-2.08,-6.5558,2011
AS-AC0380,Assam,Rural,AIUDF,88.33,17.2792,16.0907,2011
TA-AC0381,Tamil Nadu,Semi-Urban,DMK,71.09,-3.5639,-21.6638,2011
PU-AC0382,Puducherry,Semi-Urban,DMK,62.0,-0.5939,-2.9385,2011
AS-AC0383,Assam,Rural,INC,86.96,11.8665,8.1634,2011
PU-AC0384,Puducherry,Semi-Urban,AINRC,67.49,-7.1456,-15.648,2011
PU-AC0385,Puducherry,Rural,AINRC,77.75,12.7978,2.7522,2011
KE-AC0386,Kerala,Semi-Urban,BJP,74.56,39.1589,-8.1126,2011
PU-AC0387,Puducherry,Rural,BJP,82.92,10.054,10.9938,2011
TA-AC0388,Tamil Nadu,Rural,BJP,86.16,40.7841,3.3057,2011
KE-AC0389,Kerala,Rural,UDF,82.04,33.102,15.3237,2011
TA-AC0390,Tamil Nadu,Rural,DMK,73.21,12.0614,1.4117,2011
KE-AC0391,Kerala,Semi-Urban,BJP,74.05,9.0704,10.5874,2011
WE-AC0392,West Bengal,Rural,BJP,74.35,-0.9129,-4.8531,2011
TA-AC0393,Tamil Nadu,Rural,AIADMK,79.69,18.0338,3.4234,2011
AS-AC0394,Assam,Semi-Urban,INC,79.35,29.8464,30.6195,2011
TA-AC0395,Tamil Nadu,Semi-Urban,INC,87.07,12.5838,15.7302,2011
TA-AC0396,Tamil Nadu,Urban,BJP,67.7,4.7794,2.6127,2011
KE-AC0397,Kerala,Rural,INC,81.95,25.4622,-6.3158,2011
PU-AC0398,Puducherry,Urban,AINRC,58.63,0.1749,-1.9647,2011
AS-AC0399,Assam,Urban,INC,58.01,-9.3026,-25.3739,2011
TA-AC0400,Tamil Nadu,Urban,INC,64.29,-3.8414,-11.3857,2011
TA-AC0401,Tamil Nadu,Semi-Urban,INC,82.26,23.9374,15.0057,2011
KE-AC0402,Kerala,Urban,UDF,62.18,4.3021,-1.0104,2011
PU-AC0403,Puducherry,Rural,DMK,87.41,10.6935,-3.2124,2011
TA-AC0404,Tamil Nadu,Rural,INC,86.67,7.3624,1.3682,2011
AS-AC0405,Assam,Rural,AGP,82.02,11.6407,10.3583,2011
KE-AC0406,Kerala,Rural,UDF,77.58,4.222,-2.9984,2011
AS-AC0407,Assam,Semi-Urban,BJP,73.16,17.6597,1.7053,2011
KE-AC0408,Kerala,Urban,INC,62.49,25.9341,-4.3039,2011
WE-AC0409,West Bengal,Rural,CPIM,81.43,9.6159,7.3892,2011
WE-AC0410,West Bengal,Urban,INC,56.0,0.1314,-16.6844,2011
TA-AC0411,Tamil Nadu,Rural,DMK,89.53,9.4213,6.8889,2011
TA-AC0412,Tamil Nadu,Urban,DMK,66.23,2.3592,1.8161,2011
PU-AC0413,Puducherry,Urban,INC,46.26,11.4633,-4.9973,2011
KE-AC0414,Kerala,Urban,UDF,54.56,12.3256,-11.1,2011
AS-AC0415,Assam,Rural,INC,76.48,13.6201,17.247,2011
WE-AC0416,West Bengal,Rural,BJP,86.89,7.1641,-1.923,2011
KE-AC0417,Kerala,Rural,INC,79.84,4.4607,-4.4624,2011
TA-AC0418,Tamil Nadu,Rural,INC,84.1,16.6035,15.6462,2011
WE-AC0419,West Bengal,Rural,BJP,92.85,16.0642,17.0283,2011
PU-AC0420,Puducherry,Semi-Urban,AINRC,71.37,44.8071,9.553,2011
AS-AC0421,Assam,Rural,AIUDF,76.26,9.6384,-7.9935,2011
TA-AC0422,Tamil Nadu,Semi-Urban,AIADMK,69.03,-4.9975,-11.4769,2011
TA-AC0423,Tamil Nadu,Rural,DMK,73.78,19.6848,-5.5966,2011
KE-AC0424,Kerala,Urban,BJP,64.24,31.6544,17.4736,2011
AS-AC0425,Assam,Rural,BJP,78.17,11.0023,9.2397,2011
WE-AC0426,West Bengal,Semi-Urban,BJP,66.51,15.5737,-13.0224,2011
AS-AC0427,Assam,Rural,AGP,93.05,14.4901,18.2217,2011
AS-AC0428,Assam,Rural,AGP,90.36,25.4524,2.1978,2011
KE-AC0429,Kerala,Semi-Urban,LDF,69.24,25.96,-9.1205,2011
PU-AC0430,Puducherry,Urban,BJP,71.99,11.4145,6.0212,2011
TA-AC0431,Tamil Nadu,Rural,BJP,88.33,25.074,15.905,2011
TA-AC0432,Tamil Nadu,Rural,DMK,77.26,4.8472,-1.4606,2011
WE-AC0433,West Bengal,Urban,TMC,56.79,13.5971,10.2865,2011
WE-AC0434,West Bengal,Rural,INC,61.07,-15.5544,-28.3216,2011
KE-AC0435,Kerala,Rural,LDF,73.01,3.6147,-6.5963,2011
KE-AC0436,Kerala,Rural,BJP,82.08,8.5432,4.4687,2011
KE-AC0437,Kerala,Rural,UDF,79.66,8.8548,-1.798,2011
PU-AC0438,Puducherry,Rural,DMK,86.55,1.0384,-3.5674,2011
AS-AC0439,Assam,Rural,AGP,75.66,-2.0697,-5.3816,2011
KE-AC0440,Kerala,Urban,LDF,64.48,1.243,-4.9671,2011
TA-AC0441,Tamil Nadu,Rural,AIADMK,65.71,-14.1693,-21.1584,2011
AS-AC0442,Assam,Rural,BJP,80.31,9.0059,3.1,2011
TA-AC0443,Tamil Nadu,Rural,INC,78.53,3.7784,-0.8561,2011
KE-AC0444,Kerala,Semi-Urban,LDF,76.84,6.2036,-4.7435,2011
WE-AC0445,West Bengal,Rural,BJP,82.81,19.8133,9.4917,2011
PU-AC0446,Puducherry,Rural,INC,85.87,2.3855,-2.7018,2011
WE-AC0447,West Bengal,Rural,CPIM,75.71,19.7038,3.4436,2011
WE-AC0448,West Bengal,Rural,CPIM,75.73,10.5827,13.183,2011
KE-AC0449,Kerala,Rural,BJP,78.47,3.6579,-5.0385,2011
KE-AC0450,Kerala,Rural,UDF,78.73,4.5361,3.8243,2011
PU-AC0451,Puducherry,Rural,BJP,77.28,2.1516,-2.1643,2011
PU-AC0452,Puducherry,Semi-Urban,INC,79.69,14.0331,9.1608,2011
TA-AC0453,Tamil Nadu,Urban,AIADMK,63.59,2.5215,-2.6147,2011
TA-AC0454,Tamil Nadu,Urban,DMK,59.85,6.2118,-4.1597,2011
AS-AC0455,Assam,Semi-Urban,AGP,63.98,4.5098,-7.5244,2011
AS-AC0456,Assam,Urban,INC,61.15,-1.4067,-3.7378,2011
WE-AC0457,West Bengal,Urban,TMC,69.49,11.7647,11.1543,2011
TA-AC0458,Tamil Nadu,Rural,DMK,86.76,2.4174,-9.5342,2011
KE-AC0459,Kerala,Urban,INC,74.5,23.9127,24.2928,2011
WE-AC0460,West Bengal,Rural,INC,85.86,6.0961,6.3785,2011
TA-AC0461,Tamil Nadu,Rural,INC,81.31,14.8356,8.9472,2011
TA-AC0462,Tamil Nadu,Rural,INC,69.62,6.6544,-5.2445,2011
PU-AC0463,Puducherry,Rural,AINRC,76.8,7.5548,7.6581,2011
WE-AC0464,West Bengal,Semi-Urban,CPIM,68.9,-7.6632,-12.3459,2011
AS-AC0465,Assam,Rural,BJP,87.87,16.9959,11.0664,2011
TA-AC0466,Tamil Nadu,Urban,AIADMK,66.68,8.3283,9.3792,2011
PU-AC0467,Puducherry,Rural,BJP,82.18,9.3098,-2.3951,2011
PU-AC0468,Puducherry,Semi-Urban,BJP,79.43,11.4243,10.5812,2011
PU-AC0469,Puducherry,Urban,BJP,60.71,-7.0603,-11.3769,2011
WE-AC0470,West Bengal,Rural,CPIM,72.98,10.2165,7.0872,2011
KE-AC0471,Kerala,Rural,LDF,75.3,-8.8354,-19.0445,2011
KE-AC0472,Kerala,Urban,INC,58.11,2.6148,-6.1907,2011
KE-AC0473,Kerala,Semi-Urban,INC,61.66,2.4282,-10.7531,2011
KE-AC0474,Kerala,Rural,BJP,89.04,12.0604,12.0648,2011
AS-AC0475,Assam,Rural,BJP,87.78,14.3153,10.9671,2011
KE-AC0476,Kerala,Urban,INC,57.8,-5.3529,-9.823,2011
KE-AC0477,Kerala,Rural,BJP,73.29,3.1972,2.5798,2011
AS-AC0478,Assam,Rural,AGP,85.14,13.2008,2.3883,2011
KE-AC0479,Kerala,Semi-Urban,INC,73.15,19.9154,11.6246,2011
WE-AC0480,West Bengal,Semi-Urban,INC,72.91,28.6196,8.7108,2011
TA-AC0481,Tamil Nadu,Rural,DMK,77.17,-5.5351,-9.7881,2011
KE-AC0482,Kerala,Rural,UDF,67.48,-2.5257,-16.8734,2011
WE-AC0483,West Bengal,Semi-Urban,TMC,74.53,9.3102,1.3107,2011
KE-AC0484,Kerala,Rural,INC,74.74,-4.0707,-9.6454,2011
TA-AC0485,Tamil Nadu,Semi-Urban,BJP,66.45,8.2827,9.197,2011
WE-AC0486,West Bengal,Rural,TMC,74.39,5.0742,-4.403,2011
TA-AC0487,Tamil Nadu,Rural,INC,72.88,20.8812,0.1193,2011
TA-AC0488,Tamil Nadu,Rural,AIADMK,78.91,1.072,-10.1741,2011
TA-AC0489,Tamil Nadu,Rural,BJP,82.82,28.4547,4.7266,2011
WE-AC0490,West Bengal,Semi-Urban,BJP,65.82,8.2563,8.7025,2011
KE-AC0491,Kerala,Urban,LDF,69.05,0.8997,-2.6105,2011
TA-AC0492,Tamil Nadu,Semi-Urban,AIADMK,80.5,30.4809,5.7369,2011
AS-AC0493,Assam,Rural,INC,78.59,1.2546,-3.3485,2011
TA-AC0494,Tamil Nadu,Urban,INC,55.08,3.3981,-2.1017,2011
PU-AC0495,Puducherry,Semi-Urban,DMK,72.58,5.1991,5.7503,2011
PU-AC0496,Puducherry,Semi-Urban,INC,65.57,13.8979,-7.9819,2011
PU-AC0497,Puducherry,Rural,INC,77.63,10.6274,-17.3338,2011
TA-AC0498,Tamil Nadu,Rural,DMK,77.38,15.0335,4.9926,2011
TA-AC0499,Tamil Nadu,Semi-Urban,BJP,68.68,-2.1537,-5.0137,2011
WE-AC0500,West Bengal,Rural,TMC,82.58,8.6492,5.0742,2011
WE-AC0501,West Bengal,Urban,CPIM,57.72,7.8804,5.0734,2011
TA-AC0502,Tamil Nadu,Rural,DMK,86.65,30.1391,4.2476,2011
AS-AC0503,Assam,Rural,AGP,89.81,8.0963,7.449,2011
AS-AC0504,Assam,Rural,AIUDF,87.14,3.529,2.8295,2011
TA-AC0505,Tamil Nadu,Rural,INC,88.03,-1.7662,-4.5197,2011
KE-AC0506,Kerala,Rural,LDF,72.4,-3.1163,-11.7388,2011
TA-AC0507,Tamil Nadu,Rural,BJP,74.53,-6.0343,-12.3905,2011
KE-AC0508,Kerala,Rural,BJP,87.46,18.1506,14.51,2011
PU-AC0509,Puducherry,Rural,INC,88.46,22.9242,24.415,2011
AS-AC0510,Assam,Rural,BJP,70.67,2.3008,-0.3228,2011
KE-AC0511,Kerala,Rural,LDF,73.83,11.3492,11.9459,2011
WE-AC0512,West Bengal,Semi-Urban,CPIM,77.42,6.823,1.8481,2011
KE-AC0513,Kerala,Urban,LDF,55.34,1.3874,-4.8586,2011
PU-AC0514,Puducherry,Rural,BJP,77.17,5.1047,2.0001,2011
AS-AC0515,Assam,Rural,INC,87.76,14.0517,6.0412,2011
PU-AC0516,Puducherry,Semi-Urban,AINRC,73.79,0.3742,-3.6392,2011
PU-AC0517,Puducherry,Rural,DMK,80.75,-0.4642,-7.909,2011
PU-AC0518,Puducherry,Semi-Urban,BJP,74.22,22.9228,-7.0054,2011
WE-AC0519,West Bengal,Urban,INC,63.57,8.1537,4.8555,2011
TA-AC0520,Tamil Nadu,Urban,INC,61.49,4.1484,-14.202,2011
WE-AC0521,West Bengal,Rural,TMC,78.88,4.1509,4.0885,2011
KE-AC0522,Kerala,Urban,BJP,64.6,12.4287,-5.8697,2011
TA-AC0523,Tamil Nadu,Rural,AIADMK,78.92,-1.7216,-8.2565,2011
TA-AC0524,Tamil Nadu,Urban,BJP,59.34,8.9264,-1.744,2011
KE-AC0525,Kerala,Semi-Urban,INC,74.38,8.7685,-4.2627,2011
AS-AC0526,Assam,Rural,AIUDF,77.01,9.9761,10.063,2011
KE-AC0527,Kerala,Rural,INC,80.66,18.3889,16.9451,2011
PU-AC0528,Puducherry,Semi-Urban,BJP,58.58,-15.0368,-23.975,2011
TA-AC0529,Tamil Nadu,Rural,DMK,81.11,4.6371,1.873,2011
PU-AC0530,Puducherry,Urban,INC,61.06,2.6332,-2.6417,2011
PU-AC0531,Puducherry,Urban,AINRC,56.96,-0.9618,-9.8633,2011
PU-AC0532,Puducherry,Rural,AINRC,84.81,1.0807,-3.4898,2011
TA-AC0533,Tamil Nadu,Rural,DMK,82.42,2.8415,-4.6806,2011
WE-AC0534,West Bengal,Rural,TMC,71.36,12.3353,1.077,2011
TA-AC0535,Tamil Nadu,Rural,INC,79.83,-5.5481,-9.9368,2011
TA-AC0536,Tamil Nadu,Urban,AIADMK,66.47,6.7787,-4.4822,2011
TA-AC0537,Tamil Nadu,Semi-Urban,AIADMK,73.3,12.0775,-0.2228,2011
TA-AC0538,Tamil Nadu,Rural,INC,79.19,10.6169,-5.6269,2011
KE-AC0539,Kerala,Urban,UDF,53.52,-1.9316,-7.8985,2011
KE-AC0540,Kerala,Semi-Urban,BJP,61.28,3.2116,-0.8607,2011
KE-AC0541,Kerala,Rural,LDF,86.12,11.8628,13.0328,2011
TA-AC0542,Tamil Nadu,Rural,INC,80.03,6.3134,2.1209,2011
KE-AC0543,Kerala,Rural,UDF,73.38,-4.5652,-13.6147,2011
PU-AC0544,Puducherry,Rural,INC,79.49,33.7343,6.6439,2011
AS-AC0545,Assam,Urban,INC,64.25,0.9546,-1.3415,2011
PU-AC0546,Puducherry,Rural,INC,76.07,5.0827,4.8756,2011
PU-AC0547,Puducherry,Rural,AINRC,78.27,23.9779,13.2018,2011
AS-AC0548,Assam,Urban,AGP,56.09,3.2388,-7.0979,2011
KE-AC0549,Kerala,Rural,BJP,73.81,-3.1471,-13.8526,2011
AS-AC0550,Assam,Urban,INC,61.04,11.4628,11.4706,2011
WE-AC0551,West Bengal,Urban,CPIM,56.58,-3.631,-7.8934,2011
PU-AC0552,Puducherry,Rural,AINRC,90.75,8.1651,6.2649,2011
WE-AC0553,West Bengal,Urban,CPIM,50.61,14.669,-14.7692,2011
KE-AC0554,Kerala,Urban,LDF,54.0,-12.592,-19.8904,2011
AS-AC0555,Assam,Rural,AGP,79.68,7.1744,4.6247,2011
WE-AC0556,West Bengal,Rural,CPIM,86.96,9.0494,6.576,2011
PU-AC0557,Puducherry,Rural,DMK,77.99,7.7059,-0.4161,2011
AS-AC0558,Assam,Urban,BJP,69.97,23.7188,16.2123,2011
AS-AC0559,Assam,Urban,BJP,63.76,10.9043,5.4832,2011
TA-AC0560,Tamil Nadu,Rural,INC,67.94,7.9746,4.2367,2011
AS-AC0561,Assam,Semi-Urban,AIUDF,74.83,10.5376,7.2268,2011
TA-AC0562,Tamil Nadu,Semi-Urban,INC,83.43,30.4896,36.577,2011
KE-AC0563,Kerala,Rural,BJP,84.4,5.5303,4.2819,2011
WE-AC0564,West Bengal,Rural,BJP,74.65,3.1612,-6.1139,2011
KE-AC0565,Kerala,Rural,UDF,80.19,-5.8879,-10.7542,2011
WE-AC0566,West Bengal,Rural,TMC,75.64,31.5001,3.4664,2011
KE-AC0567,Kerala,Semi-Urban,BJP,80.32,19.2327,14.4731,2011
AS-AC0568,Assam,Rural,AGP,71.14,16.65,3.5622,2011
AS-AC0569,Assam,Urban,INC,68.52,1.9574,-7.7461,2011
WE-AC0570,West Bengal,Rural,CPIM,68.33,4.0028,-3.203,2011
PU-AC0571,Puducherry,Rural,INC,75.54,5.8893,5.9257,2011
AS-AC0572,Assam,Urban,AGP,56.49,-8.8229,-14.0556,2011
PU-AC0573,Puducherry,Rural,BJP,83.64,5.514,0.7176,2011
TA-AC0574,Tamil Nadu,Rural,BJP,78.85,12.5895,13.1728,2011
AS-AC0575,Assam,Semi-Urban,INC,77.17,14.4616,10.6059,2011
PU-AC0576,Puducherry,Rural,INC,73.46,-3.426,-8.2432,2011
PU-AC0577,Puducherry,Rural,BJP,74.34,8.9903,-15.2018,2011
AS-AC0578,Assam,Rural,INC,85.25,6.9313,7.8396,2011
WE-AC0579,West Bengal,Rural,BJP,85.01,8.1762,8.4032,2011
TA-AC0580,Tamil Nadu,Rural,AIADMK,81.89,14.4317,16.7858,2011
WE-AC0581,West Bengal,Urban,INC,64.13,4.3267,1.3865,2011
PU-AC0582,Puducherry,Urban,BJP,62.38,-3.8572,-6.982,2011
TA-AC0583,Tamil Nadu,Semi-Urban,AIADMK,76.62,2.7227,0.798,2011
PU-AC0584,Puducherry,Rural,DMK,86.62,8.5483,-0.5187,2011
WE-AC0585,West Bengal,Rural,CPIM,86.49,9.4995,8.112,2011
AS-AC0586,Assam,Semi-Urban,BJP,69.85,6.2472,-3.7257,2011
TA-AC0587,Tamil Nadu,Rural,BJP,92.59,10.4876,5.7125,2011
TA-AC0588,Tamil Nadu,Rural,INC,71.23,-8.5217,-18.9001,2011
TA-AC0589,Tamil Nadu,Rural,BJP,76.69,-9.5656,-16.2353,2011
KE-AC0590,Kerala,Rural,BJP,84.06,19.3834,11.4926,2011
AS-AC0591,Assam,Semi-Urban,AIUDF,63.41,3.4948,-18.6734,2011
AS-AC0592,Assam,Urban,BJP,56.29,24.5124,13.1964,2011
AS-AC0593,Assam,Urban,INC,63.98,20.0622,4.7983,2011
TA-AC0594,Tamil Nadu,Urban,AIADMK,71.6,1.8642,1.1207,2011
WE-AC0595,West Bengal,Urban,TMC,65.41,9.6546,9.7568,2011
WE-AC0596,West Bengal,Urban,TMC,64.85,6.6481,-1.3264,2011
WE-AC0597,West Bengal,Rural,INC,73.65,-5.6574,-16.6716,2011
AS-AC0598,Assam,Rural,BJP,76.86,-2.6964,-10.9021,2011
PU-AC0599,Puducherry,Rural,INC,86.91,-1.1568,-3.8538,2011
KE-AC0600,Kerala,Urban,UDF,65.32,5.8528,-5.9101,2011
TA-AC0601,Tamil Nadu,Semi-Urban,DMK,70.5,10.6232,0.2476,2011
TA-AC0602,Tamil Nadu,Rural,DMK,95.0,40.4435,12.6458,2011
AS-AC0603,Assam,Semi-Urban,AGP,71.03,0.6973,-1.4752,2011
KE-AC0604,Kerala,Urban,BJP,49.47,-2.1962,-11.7946,2011
KE-AC0605,Kerala,Rural,BJP,79.85,8.4486,6.9869,2011
AS-AC0606,Assam,Rural,AIUDF,90.07,15.169,13.0343,2011
TA-AC0607,Tamil Nadu,Rural,BJP,75.99,-3.1543,-8.8777,2011
PU-AC0608,Puducherry,Rural,AINRC,86.39,5.9727,4.9609,2011
AS-AC0609,Assam,Urban,AIUDF,61.65,8.7527,-6.024,2011
AS-AC0610,Assam,Semi-Urban,INC,71.45,-6.2531,-11.1043,2011
TA-AC0611,Tamil Nadu,Rural,AIADMK,78.61,7.8825,6.8326,2011
TA-AC0612,Tamil Nadu,Urban,AIADMK,58.78,12.2813,-7.6783,2011
WE-AC0613,West Bengal,Urban,BJP,69.74,8.9371,9.3567,2011
AS-AC0614,Assam,Semi-Urban,AGP,56.41,-10.6032,-21.0511,2011
PU-AC0615,Puducherry,Semi-Urban,INC,73.98,8.7454,10.0592,2011
WE-AC0616,West Bengal,Rural,INC,74.82,-1.5868,-5.2306,2011
TA-AC0617,Tamil Nadu,Semi-Urban,INC,87.7,23.5058,24.9887,2011
KE-AC0618,Kerala,Rural,BJP,77.09,-3.9967,-18.0389,2011
KE-AC0619,Kerala,Rural,LDF,81.26,0.0493,-1.9222,2011
WE-AC0620,West Bengal,Rural,CPIM,74.02,13.175,-8.646,2011
AS-AC0621,Assam,Urban,INC,69.96,3.3012,-0.0272,2011
PU-AC0622,Puducherry,Semi-Urban,DMK,62.49,44.9454,-0.0758,2011
WE-AC0623,West Bengal,Urban,TMC,70.75,22.4328,26.3144,2011
AS-AC0624,Assam,Semi-Urban,AIUDF,78.56,12.8677,11.0804,2011
AS-AC0625,Assam,Rural,BJP,85.85,9.4772,8.1993,2011
TA-AC0626,Tamil Nadu,Rural,AIADMK,80.95,29.1488,-1.6456,2011
TA-AC0627,Tamil Nadu,Urban,BJP,68.72,17.1208,10.7193,2011
WE-AC0628,West Bengal,Semi-Urban,CPIM,69.01,10.156,-0.7165,2011
TA-AC0629,Tamil Nadu,Urban,DMK,46.72,-13.9983,-24.9806,2011
WE-AC0630,West Bengal,Semi-Urban,BJP,79.32,7.7526,5.305,2011
PU-AC0631,Puducherry,Urban,BJP,60.83,19.5023,1.088,2011
KE-AC0632,Kerala,Urban,BJP,69.1,19.4138,5.2931,2011
WE-AC0633,West Bengal,Rural,BJP,83.65,10.2548,11.7895,2011
PU-AC0634,Puducherry,Rural,INC,79.94,7.1062,2.8679,2011
AS-AC0635,Assam,Urban,AGP,54.46,18.0365,3.4104,2011
PU-AC0636,Puducherry,Rural,AINRC,72.47,18.9909,-11.5642,2011
TA-AC0637,Tamil Nadu,Urban,INC,76.31,24.3395,12.4323,2011
PU-AC0638,Puducherry,Rural,AINRC,80.39,2.8592,2.2092,2011
KE-AC0639,Kerala,Rural,UDF,74.72,-1.8048,-6.5388,2011
AS-AC0640,Assam,Urban,AIUDF,62.26,2.3174,-7.6497,2011
TA-AC0641,Tamil Nadu,Rural,BJP,64.37,-0.9464,-11.9419,2011
WE-AC0642,West Bengal,Semi-Urban,CPIM,70.5,18.9601,-7.4277,2011
PU-AC0643,Puducherry,Rural,BJP,73.31,6.9643,-9.356,2011
KE-AC0644,Kerala,Rural,INC,85.67,11.2064,12.1729,2011
WE-AC0645,West Bengal,Rural,BJP,73.66,-2.7446,-6.8844,2011
TA-AC0646,Tamil Nadu,Rural,INC,81.16,15.6904,-6.3759,2011
AS-AC0647,Assam,Rural,INC,63.66,9.0934,-19.3329,2011
KE-AC0648,Kerala,Urban,LDF,66.19,7.7028,5.8431,2011
PU-AC0649,Puducherry,Rural,BJP,78.7,8.5485,8.7292,2011
KE-AC0650,Kerala,Rural,LDF,81.71,3.1272,-16.0789,2011
AS-AC0651,Assam,Rural,BJP,77.46,14.3986,7.5567,2011
PU-AC0652,Puducherry,Semi-Urban,INC,66.07,8.4255,-8.4933,2011
WE-AC0653,West Bengal,Rural,INC,80.56,36.0017,1.0423,2011
WE-AC0654,West Bengal,Urban,BJP,60.37,-3.3339,-9.1229,2011
TA-AC0655,Tamil Nadu,Urban,BJP,62.99,6.8222,0.3839,2011
KE-AC0656,Kerala,Semi-Urban,UDF,78.29,7.4586,-1.084,2011
AS-AC0657,Assam,Rural,INC,93.42,11.23,13.1169,2011
PU-AC0658,Puducherry,Urban,DMK,62.08,-3.6212,-8.3889,2011
WE-AC0659,West Bengal,Rural,BJP,82.21,7.9682,1.4029,2011
PU-AC0660,Puducherry,Rural,AINRC,84.64,26.8481,17.2623,2011
AS-AC0661,Assam,Rural,AGP,75.89,11.0034,-1.0282,2011
WE-AC0662,West Bengal,Rural,BJP,79.55,3.8178,-2.5587,2011
WE-AC0663,West Bengal,Semi-Urban,BJP,82.62,7.8493,6.7846,2011
TA-AC0664,Tamil Nadu,Rural,DMK,92.14,17.3508,21.5493,2011
PU-AC0665,Puducherry,Rural,DMK,79.29,26.8435,6.8756,2011
TA-AC0666,Tamil Nadu,Rural,DMK,75.86,2.1837,0.3557,2011
AS-AC0667,Assam,Rural,AGP,80.26,1.6946,-9.6265,2011
PU-AC0668,Puducherry,Rural,AINRC,78.26,42.481,-3.4987,2011
PU-AC0669,Puducherry,Urban,DMK,52.32,-10.4997,-16.0509,2011
TA-AC0670,Tamil Nadu,Semi-Urban,DMK,81.54,14.5141,7.9087,2011
WE-AC0671,West Bengal,Urban,INC,61.91,2.2059,0.7403,2011
TA-AC0672,Tamil Nadu,Semi-Urban,DMK,76.64,20.1272,5.4766,2011
PU-AC0673,Puducherry,Semi-Urban,INC,88.68,18.2983,11.8426,2011
TA-AC0674,Tamil Nadu,Urban,AIADMK,60.28,25.4361,21.1235,2011
WE-AC0675,West Bengal,Rural,CPIM,73.86,17.1114,-0.4988,2011
WE-AC0676,West Bengal,Urban,BJP,71.04,6.1957,6.8625,2011
PU-AC0677,Puducherry,Semi-Urban,AINRC,72.0,3.8503,-8.335,2011
AS-AC0678,Assam,Rural,AGP,81.3,3.1613,1.8077,2011
AS-AC0679,Assam,Rural,AGP,79.56,16.2023,7.219,2011
TA-AC0680,Tamil Nadu,Urban,AIADMK,67.4,9.7701,10.232,2011
PU-AC0681,Puducherry,Urban,AINRC,68.91,25.2018,0.2655,2011
PU-AC0682,Puducherry,Rural,DMK,84.69,24.665,12.0245,2011
TA-AC0683,Tamil Nadu,Rural,AIADMK,81.68,9.3531,2.544,2011
TA-AC0684,Tamil Nadu,Rural,INC,79.86,0.6541,-3.1061,2011
AS-AC0685,Assam,Rural,AIUDF,78.83,15.1839,12.0533,2011
WE-AC0686,West Bengal,Urban,INC,67.46,-0.1848,-4.1943,2011
PU-AC0687,Puducherry,Semi-Urban,INC,72.55,2.2924,-2.4775,2011
TA-AC0688,Tamil Nadu,Urban,AIADMK,54.54,4.9276,1.1448,2011
TA-AC0689,Tamil Nadu,Semi-Urban,BJP,55.07,-1.1187,-4.2384,2011
