constituency_id,state,demographic,result,voter_turnout_pct,margin_of_victory_pct,swing_factor_pct,election_year
TA-AC0345,Tamil Nadu,Rural,AIADMK,75.4,-2.3271,1.7368,2016
TA-AC0346,Tamil Nadu,Rural,BJP,76.7,2.0004,-1.1663,2016
TA-AC0347,Tamil Nadu,Urban,INC,64.74,1.63,8.1878,2016
TA-AC0348,Tamil Nadu,Semi-Urban,DMK,77.68,15.9275,3.907,2016
PU-AC0349,Puducherry,Rural,BJP,77.89,22.0839,-3.2712,2016
WE-AC0350,West Bengal,Semi-Urban,INC,70.65,-5.7336,-0.2355,2016
AS-AC0351,Assam,Semi-Urban,INC,78.71,21.4814,2.6385,2016
AS-AC0352,Assam,Urban,INC,69.05,4.2836,-0.7413,2016
KE-AC0353,Kerala,Rural,UDF,87.04,31.7398,-5.8005,2016
TA-AC0354,Tamil Nadu,Semi-Urban,AIADMK,71.49,23.404,14.1702,2016
KE-AC0355,Kerala,Rural,LDF,69.38,10.2922,-5.964,2016
PU-AC0356,Puducherry,Rural,AINRC,79.3,11.6042,-13.3861,2016
AS-AC0357,Assam,Rural,INC,80.01,9.868,0.0269,2016
PU-AC0358,Puducherry,Rural,DMK,79.74,7.6312,7.9317,2016
TA-AC0359,Tamil Nadu,Rural,INC,91.02,12.1657,8.0889,2016
PU-AC0360,Puducherry,Urban,AINRC,58.11,5.784,-16.2293,2016
AS-AC0361,Assam,Semi-Urban,BJP,74.06,17.144,5.614,2016
TA-AC0362,Tamil Nadu,Urban,BJP,52.04,-4.3821,-4.747,2016
AS-AC0363,Assam,Semi-Urban,BJP,72.0,13.4709,-11.0302,2016
AS-AC0364,Assam,Urban,AGP,68.42,15.0371,-2.8102,2016
KE-AC0365,Kerala,Urban,INC,70.35,-3.8184,-13.7762,2016
KE-AC0366,Kerala,Rural,LDF,72.03,10.6247,18.7097,2016
TA-AC0367,Tamil Nadu,Rural,BJP,94.83,29.2091,-0.422,2016
TA-AC0368,Tamil Nadu,Rural,DMK,84.13,30.0061,10.925,2016
WE-AC0369,West Bengal,Rural,BJP,89.3,15.9763,9.3739,2016
AS-AC0370,Assam,Semi-Urban,BJP,79.97,23.6922,-2.2483,2016
KE-AC0371,Kerala,Urban,BJP,61.42,1.7135,13.3176,2016
WE-AC0372,West Bengal,Semi-Urban,CPIM,75.41,35.0791,8.4843,2016
AS-AC0373,Assam,Rural,AIUDF,75.2,38.1018,-2.9478,2016
TA-AC0374,Tamil Nadu,Rural,INC,69.57,-8.37,-6.2435,2016
TA-AC0375,Tamil Nadu,Rural,BJP,82.95,11.6992,3.1574,2016
AS-AC0376,Assam,Urban,AGP,65.8,26.2374,12.0655,2016
TA-AC0377,Tamil Nadu,Rural,AIADMK,77.09,6.9439,-12.3147,2016
WE-AC0378,West Bengal,Urban,BJP,65.77,25.3826,5.2988,2016
TA-AC0379,Tamil Nadu,Rural,BJP,91.06,7.7796,13.6939,2016
AS-AC0380,Assam,Rural,AIUDF,84.17,9.7891,-10.4029,2016
TA-AC0381,Tamil Nadu,Semi-Urban,DMK,79.84,12.1901,21.8806,2016
PU-AC0382,Puducherry,Semi-Urban,DMK,66.16,6.8897,10.394,2016
AS-AC0383,Assam,Rural,INC,85.32,8.9099,-4.1063,2016
PU-AC0384,Puducherry,Semi-Urban,DMK,67.87,-6.4591,0.9534,2016
PU-AC0385,Puducherry,Rural,AINRC,80.73,18.1537,7.4388,2016
KE-AC0386,Kerala,Semi-Urban,BJP,76.04,41.8128,3.686,2016
PU-AC0387,Puducherry,Rural,DMK,78.79,2.6255,-10.3173,2016
TA-AC0388,Tamil Nadu,Rural,BJP,92.69,52.5485,16.3395,2016
KE-AC0389,Kerala,Rural,UDF,84.04,36.701,4.9986,2016
TA-AC0390,Tamil Nadu,Rural,DMK,77.68,20.1143,11.1846,2016
KE-AC0391,Kerala,Semi-Urban,BJP,74.86,10.5252,2.0205,2016
WE-AC0392,West Bengal,Rural,BJP,79.27,7.9494,12.3087,2016
TA-AC0393,Tamil Nadu,Rural,AIADMK,85.91,29.2238,15.5416,2016
AS-AC0394,Assam,Semi-Urban,INC,74.93,21.9035,-11.0318,2016
TA-AC0395,Tamil Nadu,Semi-Urban,INC,85.21,9.23,-4.6581,2016
TA-AC0396,Tamil Nadu,Urban,BJP,69.03,7.1694,3.3194,2016
KE-AC0397,Kerala,Rural,INC,82.96,27.285,2.5317,2016
PU-AC0398,Puducherry,Urban,AINRC,57.81,-1.3073,-2.0586,2016
AS-AC0399,Assam,Urban,AGP,56.36,-12.2646,-4.1139,2016
TA-AC0400,Tamil Nadu,Urban,BJP,62.77,-6.5731,-3.794,2016
TA-AC0401,Tamil Nadu,Semi-Urban,INC,81.95,23.3895,-0.761,2016
KE-AC0402,Kerala,Urban,UDF,63.43,6.5561,3.1305,2016
PU-AC0403,Puducherry,Rural,DMK,94.74,23.8879,18.3256,2016
TA-AC0404,Tamil Nadu,Rural,DMK,81.93,-1.165,-11.8436,2016
AS-AC0405,Assam,Rural,AGP,80.93,9.6742,-2.7312,2016
KE-AC0406,Kerala,Rural,UDF,85.2,17.9318,19.0414,2016
AS-AC0407,Assam,Semi-Urban,BJP,70.48,12.8376,-6.6973,2016
KE-AC0408,Kerala,Urban,INC,64.01,28.6728,3.8038,2016
WE-AC0409,West Bengal,Rural,CPIM,83.51,13.3571,5.1961,2016
WE-AC0410,West Bengal,Urban,INC,66.12,18.3443,25.2956,2016
TA-AC0411,Tamil Nadu,Rural,DMK,88.96,8.4003,-1.418,2016
TA-AC0412,Tamil Nadu,Urban,DMK,67.95,5.4525,4.2962,2016
PU-AC0413,Puducherry,Urban,INC,44.16,7.6743,-5.2625,2016
KE-AC0414,Kerala,Urban,UDF,64.2,29.678,24.1005,2016
AS-AC0415,Assam,Rural,INC,75.33,11.5505,-2.8745,2016
WE-AC0416,West Bengal,Rural,BJP,87.79,8.783,2.2485,2016
KE-AC0417,Kerala,Rural,INC,82.86,9.8901,7.5408,2016
TA-AC0418,Tamil Nadu,Rural,INC,83.11,14.8269,-2.4675,2016
WE-AC0419,West Bengal,Rural,BJP,88.47,8.1771,-10.9543,2016
PU-AC0420,Puducherry,Semi-Urban,AINRC,74.88,51.1146,8.7605,2016
AS-AC0421,Assam,Rural,AGP,72.98,3.7331,-8.2018,2016
TA-AC0422,Tamil Nadu,Semi-Urban,AIADMK,69.37,-4.384,0.8521,2016
TA-AC0423,Tamil Nadu,Rural,DMK,71.19,15.0116,-6.4905,2016
KE-AC0424,Kerala,Urban,BJP,67.97,38.3662,9.3219,2016
AS-AC0425,Assam,Rural,BJP,76.16,7.3859,-5.0228,2016
WE-AC0426,West Bengal,Semi-Urban,BJP,67.9,18.0814,3.4829,2016
AS-AC0427,Assam,Rural,AIUDF,86.64,2.9508,-16.0268,2016
AS-AC0428,Assam,Rural,AGP,95.0,33.8022,11.597,2016
KE-AC0429,Kerala,Semi-Urban,LDF,65.13,18.5577,-10.281,2016
PU-AC0430,Puducherry,Urban,BJP,72.28,11.9332,0.7204,2016
TA-AC0431,Tamil Nadu,Rural,BJP,86.49,21.7643,-4.5968,2016
TA-AC0432,Tamil Nadu,Rural,DMK,77.78,5.7796,1.295,2016
WE-AC0433,West Bengal,Urban,TMC,58.51,16.69,4.2956,2016
WE-AC0434,West Bengal,Rural,BJP,59.27,-18.8027,-4.5116,2016
KE-AC0435,Kerala,Rural,UDF,72.44,2.5922,-1.4201,2016
KE-AC0436,Kerala,Rural,BJP,80.71,6.0768,-3.4255,2016
KE-AC0437,Kerala,Rural,INC,74.77,0.0421,-12.2398,2016
PU-AC0438,Puducherry,Rural,DMK,95.0,16.2425,21.1168,2016
AS-AC0439,Assam,Rural,AGP,83.06,11.2587,18.5117,2016
KE-AC0440,Kerala,Urban,INC,64.28,0.881,-0.5028,2016
TA-AC0441,Tamil Nadu,Rural,DMK,66.91,-11.9927,3.0231,2016
AS-AC0442,Assam,Rural,BJP,80.08,8.5985,-0.5659,2016
TA-AC0443,Tamil Nadu,Rural,INC,84.56,14.6334,15.0763,2016
KE-AC0444,Kerala,Semi-Urban,LDF,77.13,6.7323,0.7343,2016
WE-AC0445,West Bengal,Rural,BJP,86.22,25.9502,8.5235,2016
PU-AC0446,Puducherry,Rural,INC,89.64,9.174,9.4285,2016
WE-AC0447,West Bengal,Rural,CPIM,74.22,17.0134,-3.7366,2016
WE-AC0448,West Bengal,Rural,CPIM,76.02,11.106,0.7268,2016
KE-AC0449,Kerala,Rural,BJP,79.85,6.1375,3.4438,2016
KE-AC0450,Kerala,Rural,BJP,73.13,-5.5505,-14.0092,2016
PU-AC0451,Puducherry,Rural,AINRC,77.85,3.1725,1.4179,2016
PU-AC0452,Puducherry,Semi-Urban,INC,87.44,27.9828,19.3745,2016
TA-AC0453,Tamil Nadu,Urban,AIADMK,70.33,14.6583,16.8567,2016
TA-AC0454,Tamil Nadu,Urban,INC,56.07,-0.5976,-9.4575,2016
AS-AC0455,Assam,Semi-Urban,BJP,58.11,-6.0511,-14.6679,2016
AS-AC0456,Assam,Urban,BJP,57.81,-7.4208,-8.3529,2016
WE-AC0457,West Bengal,Urban,TMC,73.7,19.3448,10.5279,2016
TA-AC0458,Tamil Nadu,Rural,BJP,86.79,2.4825,0.0904,2016
KE-AC0459,Kerala,Urban,INC,73.71,22.5015,-1.9601,2016
WE-AC0460,West Bengal,Rural,INC,86.99,8.1379,2.8359,2016
TA-AC0461,Tamil Nadu,Rural,INC,84.92,21.3273,9.0162,2016
TA-AC0462,Tamil Nadu,Rural,DMK,66.68,1.3602,-7.353,2016
PU-AC0463,Puducherry,Rural,DMK,72.14,-0.8318,-11.6481,2016
WE-AC0464,West Bengal,Semi-Urban,TMC,64.9,-14.8625,-9.999,2016
AS-AC0465,Assam,Rural,BJP,87.64,16.5707,-0.5905,2016
TA-AC0466,Tamil Nadu,Urban,AIADMK,66.73,8.4183,0.125,2016
PU-AC0467,Puducherry,Rural,AINRC,77.91,1.6228,-10.6763,2016
PU-AC0468,Puducherry,Semi-Urban,BJP,80.9,14.0712,3.6762,2016
PU-AC0469,Puducherry,Urban,BJP,65.56,1.6705,12.1261,2016
WE-AC0470,West Bengal,Rural,CPIM,69.94,4.7431,-7.6019,2016
KE-AC0471,Kerala,Rural,LDF,80.63,0.7564,13.3219,2016
KE-AC0472,Kerala,Urban,BJP,57.98,2.3879,-0.3151,2016
KE-AC0473,Kerala,Semi-Urban,INC,68.37,14.4982,16.7639,2016
KE-AC0474,Kerala,Rural,BJP,89.8,13.4253,1.8956,2016
AS-AC0475,Assam,Rural,BJP,84.77,8.885,-7.5421,2016
KE-AC0476,Kerala,Urban,BJP,62.29,2.7245,11.2186,2016
KE-AC0477,Kerala,Rural,BJP,77.7,11.1451,11.0388,2016
AS-AC0478,Assam,Rural,AGP,86.52,15.6853,3.4508,2016
KE-AC0479,Kerala,Semi-Urban,INC,73.34,20.2531,0.469,2016
WE-AC0480,West Bengal,Semi-Urban,INC,73.29,29.3112,0.9606,2016
TA-AC0481,Tamil Nadu,Rural,INC,76.82,-6.169,-0.8804,2016
KE-AC0482,Kerala,Rural,INC,60.31,-15.4417,-17.9389,2016
WE-AC0483,West Bengal,Semi-Urban,TMC,74.22,8.7526,-0.7744,2016
KE-AC0484,Kerala,Rural,LDF,76.77,-0.4277,5.0597,2016
TA-AC0485,Tamil Nadu,Semi-Urban,BJP,67.19,9.6137,1.8487,2016
WE-AC0486,West Bengal,Rural,INC,73.5,3.478,-2.2169,2016
TA-AC0487,Tamil Nadu,Rural,INC,76.99,28.282,10.2788,2016
TA-AC0488,Tamil Nadu,Rural,BJP,74.98,-6.0065,-9.8312,2016
TA-AC0489,Tamil Nadu,Rural,BJP,88.34,38.3847,13.7916,2016
WE-AC0490,West Bengal,Semi-Urban,BJP,64.64,6.1186,-2.969,2016
KE-AC0491,Kerala,Urban,UDF,67.99,-1.0057,-2.6464,2016
TA-AC0492,Tamil Nadu,Semi-Urban,AIADMK,74.41,19.5254,-15.216,2016
AS-AC0493,Assam,Rural,AIUDF,80.58,4.848,4.9909,2016
TA-AC0494,Tamil Nadu,Urban,BJP,53.01,-0.3256,-5.1718,2016
PU-AC0495,Puducherry,Semi-Urban,INC,72.12,4.3611,-1.1639,2016
PU-AC0496,Puducherry,Semi-Urban,INC,68.0,18.2781,6.0837,2016
PU-AC0497,Puducherry,Rural,INC,69.37,-4.2398,-20.6489,2016
TA-AC0498,Tamil Nadu,Rural,DMK,78.02,16.1774,1.5888,2016
TA-AC0499,Tamil Nadu,Semi-Urban,INC,64.83,-9.0815,-9.6219,2016
WE-AC0500,West Bengal,Rural,TMC,78.92,2.0545,-9.1592,2016
WE-AC0501,West Bengal,Urban,INC,53.98,1.1507,-9.3468,2016
TA-AC0502,Tamil Nadu,Rural,DMK,91.43,38.7366,11.941,2016
AS-AC0503,Assam,Rural,AGP,89.13,6.8701,-1.703,2016
AS-AC0504,Assam,Rural,AIUDF,88.5,5.975,3.3972,2016
TA-AC0505,Tamil Nadu,Rural,INC,92.59,6.4327,11.3873,2016
KE-AC0506,Kerala,Rural,BJP,71.6,-4.5415,-1.9794,2016
TA-AC0507,Tamil Nadu,Rural,BJP,82.91,9.0558,20.9584,2016
KE-AC0508,Kerala,Rural,BJP,90.98,24.4824,8.7942,2016
PU-AC0509,Puducherry,Rural,INC,86.86,20.0576,-3.9814,2016
AS-AC0510,Assam,Rural,BJP,73.23,6.9127,6.4054,2016
KE-AC0511,Kerala,Rural,LDF,77.66,18.2496,9.5839,2016
WE-AC0512,West Bengal,Semi-Urban,CPIM,82.43,15.8452,12.5309,2016
KE-AC0513,Kerala,Urban,LDF,57.41,5.1128,5.1742,2016
PU-AC0514,Puducherry,Rural,INC,71.22,-5.6172,-14.8915,2016
AS-AC0515,Assam,Rural,INC,95.0,27.0866,18.104,2016
PU-AC0516,Puducherry,Semi-Urban,INC,72.69,-1.6176,-2.7664,2016
PU-AC0517,Puducherry,Rural,BJP,77.63,-6.0791,-7.7985,2016
PU-AC0518,Puducherry,Semi-Urban,BJP,77.26,28.3957,7.6012,2016
WE-AC0519,West Bengal,Urban,INC,69.12,18.1557,13.8916,2016
TA-AC0520,Tamil Nadu,Urban,INC,64.78,10.0629,8.2145,2016
WE-AC0521,West Bengal,Rural,TMC,83.84,13.0625,12.3772,2016
KE-AC0522,Kerala,Urban,BJP,63.09,9.7118,-3.7734,2016
TA-AC0523,Tamil Nadu,Rural,INC,79.52,-0.6462,1.4936,2016
TA-AC0524,Tamil Nadu,Urban,AIADMK,56.01,2.9369,-8.3188,2016
KE-AC0525,Kerala,Semi-Urban,INC,75.99,11.6623,4.0192,2016
AS-AC0526,Assam,Rural,AIUDF,76.77,9.5329,-0.6155,2016
KE-AC0527,Kerala,Rural,INC,73.7,5.8653,-17.3939,2016
PU-AC0528,Puducherry,Semi-Urban,BJP,60.38,-11.7949,4.5027,2016
TA-AC0529,Tamil Nadu,Rural,DMK,75.57,-5.338,-13.8543,2016
PU-AC0530,Puducherry,Urban,AINRC,60.82,2.1946,-0.6092,2016
PU-AC0531,Puducherry,Urban,INC,56.35,-2.0492,-1.5103,2016
PU-AC0532,Puducherry,Rural,BJP,81.44,-4.9853,-8.425,2016
TA-AC0533,Tamil Nadu,Rural,DMK,86.88,10.8601,11.1369,2016
WE-AC0534,West Bengal,Rural,TMC,73.57,16.3053,5.5139,2016
TA-AC0535,Tamil Nadu,Rural,DMK,75.57,-13.2151,-10.6486,2016
TA-AC0536,Tamil Nadu,Urban,DMK,63.7,1.7945,-6.9225,2016
TA-AC0537,Tamil Nadu,Semi-Urban,AIADMK,74.59,14.3965,3.2208,2016
TA-AC0538,Tamil Nadu,Rural,INC,73.51,0.3846,-14.2115,2016
KE-AC0539,Kerala,Urban,UDF,54.46,-0.2368,2.3539,2016
KE-AC0540,Kerala,Semi-Urban,LDF,60.68,2.1293,-1.5032,2016
KE-AC0541,Kerala,Rural,LDF,88.46,16.0832,5.8617,2016
TA-AC0542,Tamil Nadu,Rural,AIADMK,76.05,-0.8388,-9.9336,2016
KE-AC0543,Kerala,Rural,BJP,75.29,-1.124,4.7794,2016
PU-AC0544,Puducherry,Rural,INC,76.77,28.8433,-6.793,2016
AS-AC0545,Assam,Urban,AIUDF,65.86,3.8596,4.0347,2016
PU-AC0546,Puducherry,Rural,INC,80.8,13.5923,11.8189,2016
PU-AC0547,Puducherry,Rural,AINRC,79.46,26.1207,2.976,2016
AS-AC0548,Assam,Urban,AGP,60.0,10.2868,9.7889,2016
KE-AC0549,Kerala,Rural,LDF,64.62,-19.6935,-22.9811,2016
AS-AC0550,Assam,Urban,INC,61.61,12.491,1.4281,2016
WE-AC0551,West Bengal,Urban,TMC,56.55,-3.6817,-0.0704,2016
PU-AC0552,Puducherry,Rural,AINRC,89.41,5.7436,-3.3632,2016
WE-AC0553,West Bengal,Urban,CPIM,47.65,9.3455,-7.3937,2016
KE-AC0554,Kerala,Urban,UDF,55.63,-9.6522,4.083,2016
AS-AC0555,Assam,Rural,AGP,80.1,7.9366,1.0586,2016
WE-AC0556,West Bengal,Rural,CPIM,88.79,12.3396,4.5697,2016
PU-AC0557,Puducherry,Rural,DMK,77.35,6.563,-1.5874,2016
AS-AC0558,Assam,Urban,BJP,67.35,19.0071,-6.544,2016
AS-AC0559,Assam,Urban,BJP,67.55,17.7414,9.4959,2016
TA-AC0560,Tamil Nadu,Rural,INC,62.41,-1.9825,-13.8293,2016
AS-AC0561,Assam,Semi-Urban,AIUDF,77.96,16.1787,7.8349,2016
TA-AC0562,Tamil Nadu,Semi-Urban,INC,84.87,33.0945,3.6179,2016
KE-AC0563,Kerala,Rural,LDF,83.28,3.5143,-2.7999,2016
WE-AC0564,West Bengal,Rural,CPIM,74.28,2.492,-0.9294,2016
KE-AC0565,Kerala,Rural,BJP,85.45,3.575,13.143,2016
WE-AC0566,West Bengal,Rural,TMC,81.47,41.9979,14.5803,2016
KE-AC0567,Kerala,Semi-Urban,BJP,82.59,23.323,5.681,2016
AS-AC0568,Assam,Rural,AGP,65.49,6.4815,-14.1229,2016
AS-AC0569,Assam,Urban,AIUDF,61.76,-10.2047,-16.8918,2016
WE-AC0570,West Bengal,Rural,CPIM,74.9,15.8351,16.4338,2016
PU-AC0571,Puducherry,Rural,BJP,64.72,-13.5823,-27.0439,2016
AS-AC0572,Assam,Urban,INC,52.55,-15.9149,-9.8499,2016
PU-AC0573,Puducherry,Rural,DMK,81.97,2.5141,-4.1665,2016
TA-AC0574,Tamil Nadu,Rural,BJP,82.42,19.0137,8.9225,2016
AS-AC0575,Assam,Semi-Urban,AIUDF,69.87,1.3096,-18.2666,2016
PU-AC0576,Puducherry,Rural,AINRC,69.66,-10.267,-9.5014,2016
PU-AC0577,Puducherry,Rural,BJP,75.39,10.8854,2.632,2016
AS-AC0578,Assam,Rural,AGP,83.6,3.9461,-4.1462,2016
WE-AC0579,West Bengal,Rural,BJP,86.01,9.9783,2.503,2016
TA-AC0580,Tamil Nadu,Rural,AIADMK,85.53,20.9823,9.0981,2016
WE-AC0581,West Bengal,Urban,INC,64.08,4.2357,-0.1264,2016
PU-AC0582,Puducherry,Urban,BJP,69.09,8.2293,16.7867,2016
TA-AC0583,Tamil Nadu,Semi-Urban,AIADMK,81.18,10.9275,11.3956,2016
PU-AC0584,Puducherry,Rural,DMK,85.99,7.4037,-1.5897,2016
WE-AC0585,West Bengal,Rural,CPIM,85.85,8.3363,-1.6156,2016
AS-AC0586,Assam,Semi-Urban,BJP,64.08,-4.1317,-14.4152,2016
TA-AC0587,Tamil Nadu,Rural,BJP,95.0,14.8272,6.0272,2016
TA-AC0588,Tamil Nadu,Rural,BJP,69.41,-11.7962,-4.5479,2016
TA-AC0589,Tamil Nadu,Rural,BJP,77.16,-8.7067,1.193,2016
KE-AC0590,Kerala,Rural,BJP,86.29,23.3835,5.5558,2016
AS-AC0591,Assam,Semi-Urban,AIUDF,66.59,9.2169,7.9474,2016
AS-AC0592,Assam,Urban,BJP,55.29,22.7138,-2.4981,2016
AS-AC0593,Assam,Urban,INC,62.91,18.128,-2.6865,2016
TA-AC0594,Tamil Nadu,Urban,AIADMK,76.16,10.0839,11.4163,2016
WE-AC0595,West Bengal,Urban,TMC,61.52,2.6551,-9.7215,2016
WE-AC0596,West Bengal,Urban,BJP,57.63,-6.3444,-18.0451,2016
WE-AC0597,West Bengal,Rural,CPIM,73.91,-5.2061,0.6268,2016
AS-AC0598,Assam,Rural,AIUDF,72.92,-9.7923,-9.8554,2016
PU-AC0599,Puducherry,Rural,AINRC,84.68,-5.1759,-5.5821,2016
KE-AC0600,Kerala,Urban,UDF,67.68,10.0945,5.8912,2016
TA-AC0601,Tamil Nadu,Semi-Urban,DMK,69.14,8.1807,-3.3924,2016
TA-AC0602,Tamil Nadu,Rural,DMK,90.3,31.9762,-11.7602,2016
AS-AC0603,Assam,Semi-Urban,INC,69.79,-1.5374,-3.1037,2016
KE-AC0604,Kerala,Urban,BJP,55.21,8.1364,14.3509,2016
KE-AC0605,Kerala,Rural,BJP,79.95,8.6301,0.2521,2016
AS-AC0606,Assam,Rural,AIUDF,88.63,12.5768,-3.6003,2016
TA-AC0607,Tamil Nadu,Rural,BJP,79.98,4.0287,9.9763,2016
PU-AC0608,Puducherry,Rural,AINRC,89.27,11.1646,7.2109,2016
AS-AC0609,Assam,Urban,AIUDF,61.99,9.3656,0.8512,2016
AS-AC0610,Assam,Semi-Urban,INC,74.49,-0.7817,7.5992,2016
TA-AC0611,Tamil Nadu,Rural,AIADMK,78.06,6.8813,-1.3905,2016
TA-AC0612,Tamil Nadu,Urban,AIADMK,55.92,7.1272,-7.1585,2016
WE-AC0613,West Bengal,Urban,BJP,69.76,8.9695,0.045,2016
AS-AC0614,Assam,Semi-Urban,BJP,60.75,-2.8003,10.8374,2016
PU-AC0615,Puducherry,Semi-Urban,AINRC,69.47,0.6274,-11.275,2016
WE-AC0616,West Bengal,Rural,CPIM,74.16,-2.7749,-1.6501,2016
TA-AC0617,Tamil Nadu,Semi-Urban,INC,78.62,7.1663,-22.6937,2016
KE-AC0618,Kerala,Rural,INC,77.77,-2.7712,1.702,2016
KE-AC0619,Kerala,Rural,INC,82.64,2.5344,3.4515,2016
WE-AC0620,West Bengal,Rural,TMC,68.05,2.4157,-14.9435,2016
AS-AC0621,Assam,Urban,INC,73.19,9.1185,8.0796,2016
PU-AC0622,Puducherry,Semi-Urban,DMK,60.61,41.5592,-4.703,2016
WE-AC0623,West Bengal,Urban,TMC,79.01,37.2882,20.6325,2016
AS-AC0624,Assam,Semi-Urban,AIUDF,76.94,9.9428,-4.0624,2016
AS-AC0625,Assam,Rural,BJP,87.15,11.8124,3.2434,2016
TA-AC0626,Tamil Nadu,Rural,AIADMK,84.0,34.6448,7.6333,2016
TA-AC0627,Tamil Nadu,Urban,BJP,65.21,10.79,-8.7928,2016
WE-AC0628,West Bengal,Semi-Urban,CPIM,73.33,17.9444,10.8172,2016
TA-AC0629,Tamil Nadu,Urban,DMK,47.52,-12.555,2.0046,2016
WE-AC0630,West Bengal,Semi-Urban,BJP,82.66,13.7705,8.3582,2016
PU-AC0631,Puducherry,Urban,BJP,64.83,26.7121,10.0137,2016
KE-AC0632,Kerala,Urban,BJP,67.23,16.0564,-4.663,2016
WE-AC0633,West Bengal,Rural,BJP,86.04,14.5515,5.9676,2016
PU-AC0634,Puducherry,Rural,INC,82.24,11.2413,5.7432,2016
AS-AC0635,Assam,Urban,AGP,47.94,6.2913,-16.3127,2016
PU-AC0636,Puducherry,Rural,AINRC,75.87,25.1115,8.5008,2016
TA-AC0637,Tamil Nadu,Urban,INC,79.14,29.4312,7.0719,2016
PU-AC0638,Puducherry,Rural,INC,80.2,2.5147,-0.4785,2016
KE-AC0639,Kerala,Rural,BJP,78.17,4.4156,8.6395,2016
AS-AC0640,Assam,Urban,AIUDF,64.07,5.5722,4.5205,2016
TA-AC0641,Tamil Nadu,Rural,BJP,60.54,-7.8496,-9.5878,2016
WE-AC0642,West Bengal,Semi-Urban,CPIM,70.3,18.6058,-0.492,2016
PU-AC0643,Puducherry,Rural,BJP,72.6,5.6833,-1.7792,2016
KE-AC0644,Kerala,Rural,INC,85.06,10.1011,-1.5351,2016
WE-AC0645,West Bengal,Rural,TMC,75.35,0.3001,4.2288,2016
TA-AC0646,Tamil Nadu,Rural,INC,82.03,17.2505,2.1668,2016
AS-AC0647,Assam,Rural,INC,67.93,16.7912,10.6914,2016
KE-AC0648,Kerala,Urban,LDF,65.79,6.9794,-1.0048,2016
PU-AC0649,Puducherry,Rural,BJP,84.5,18.9874,14.4985,2016
KE-AC0650,Kerala,Rural,UDF,80.74,1.3684,-2.4428,2016
AS-AC0651,Assam,Rural,BJP,77.85,15.1027,0.978,2016
PU-AC0652,Puducherry,Semi-Urban,INC,64.93,6.3752,-2.8476,2016
WE-AC0653,West Bengal,Rural,INC,75.81,27.4562,-11.8688,2016
WE-AC0654,West Bengal,Urban,TMC,63.87,2.9699,8.7552,2016
TA-AC0655,Tamil Nadu,Urban,BJP,68.18,16.1731,12.9873,2016
KE-AC0656,Kerala,Semi-Urban,UDF,83.79,17.357,13.7478,2016
AS-AC0657,Assam,Rural,AGP,89.05,3.3666,-10.9214,2016
PU-AC0658,Puducherry,Urban,BJP,62.35,-3.1328,0.6784,2016
WE-AC0659,West Bengal,Rural,BJP,78.32,0.9626,-9.7299,2016
PU-AC0660,Puducherry,Rural,AINRC,81.09,20.4593,-8.8733,2016
AS-AC0661,Assam,Rural,AGP,83.24,24.2315,18.3724,2016
WE-AC0662,West Bengal,Rural,BJP,79.83,4.3185,0.6954,2016
WE-AC0663,West Bengal,Semi-Urban,BJP,79.74,2.6733,-7.1889,2016
TA-AC0664,Tamil Nadu,Rural,DMK,90.88,15.0807,-3.153,2016
PU-AC0665,Puducherry,Rural,DMK,78.0,24.5144,-3.2348,2016
TA-AC0666,Tamil Nadu,Rural,DMK,78.47,6.8803,6.5231,2016
AS-AC0667,Assam,Rural,AGP,83.03,6.6825,6.9277,2016
PU-AC0668,Puducherry,Rural,AINRC,78.98,43.7743,1.7963,2016
PU-AC0669,Puducherry,Urban,DMK,47.23,-19.6539,-12.7141,2016
TA-AC0670,Tamil Nadu,Semi-Urban,DMK,84.69,20.1934,7.8878,2016
WE-AC0671,West Bengal,Urban,INC,59.7,-1.7646,-5.5146,2016
TA-AC0672,Tamil Nadu,Semi-Urban,DMK,78.91,24.2046,5.6631,2016
PU-AC0673,Puducherry,Semi-Urban,INC,91.57,23.5027,7.2283,2016
TA-AC0674,Tamil Nadu,Urban,AIADMK,57.12,19.7489,-7.8988,2016
WE-AC0675,West Bengal,Rural,CPIM,69.67,9.5793,-10.4612,2016
WE-AC0676,West Bengal,Urban,INC,64.76,-5.1141,-15.7081,2016
PU-AC0677,Puducherry,Semi-Urban,BJP,72.26,4.3058,0.6326,2016
AS-AC0678,Assam,Rural,INC,80.89,2.4386,-1.0037,2016
AS-AC0679,Assam,Rural,AGP,74.48,7.0583,-12.7,2016
TA-AC0680,Tamil Nadu,Urban,AIADMK,66.6,8.3302,-1.9998,2016
PU-AC0681,Puducherry,Urban,AINRC,69.0,25.3664,0.2286,2016
PU-AC0682,Puducherry,Rural,DMK,80.31,16.7791,-10.9527,2016
TA-AC0683,Tamil Nadu,Rural,AIADMK,84.22,13.9244,6.349,2016
TA-AC0684,Tamil Nadu,Rural,BJP,79.05,-0.7912,-2.0073,2016
AS-AC0685,Assam,Rural,AIUDF,75.5,9.1847,-8.3322,2016
WE-AC0686,West Bengal,Urban,INC,70.48,5.2619,7.5649,2016
PU-AC0687,Puducherry,Semi-Urban,INC,77.83,11.7994,13.2041,2016
TA-AC0688,Tamil Nadu,Urban,AIADMK,60.84,16.2562,15.7341,2016
